x,y
0.5236091,0.0748792
0.5256124,0.0746804
0.5276157,0.0744805
0.5296189,0.0742795
0.5316221,0.0740774
0.5336252,0.0738742
0.5356282,0.0736699
0.5376311,0.0734645
0.539634,0.073258
0.5416368,0.0730505
0.5436396,0.0728419
0.5456423,0.0726322
0.5476449,0.0724215
0.5496474,0.0722097
0.5516499,0.0719968
0.5536523,0.0717829
0.5556546,0.0715679
0.5576569,0.0713519
0.5596591,0.0711348
0.5616612,0.0709168
0.5636633,0.0706976
0.5656653,0.0704775
0.5676672,0.0702563
0.5696691,0.0700341
0.5716708,0.0698109
0.5736726,0.0695867
0.5756742,0.0693614
0.5776758,0.0691352
0.5796773,0.068908
0.5816787,0.0686797
0.58368,0.0684505
0.5856813,0.0682203
0.5876825,0.0679891
0.5896837,0.0677569
0.5916847,0.0675237
0.5936857,0.0672895
0.5956867,0.0670544
0.5976875,0.0668183
0.5996883,0.0665812
0.601689,0.0663432
0.6036896,0.0661042
0.6056902,0.0658642
0.6076906,0.0656233
0.6096911,0.0653814
0.6116914,0.0651386
0.6136916,0.0648948
0.6156918,0.0646501
0.6176919,0.0644045
0.619692,0.0641579
0.6216919,0.0639104
0.6236918,0.0636619
0.6256916,0.0634125
0.6276914,0.0631622
0.629691,0.062911
0.6316906,0.0626588
0.6336901,0.0624057
0.6356895,0.0621517
0.6376889,0.0618968
0.6396882,0.061641
0.6416874,0.0613842
0.6436865,0.0611266
0.6456855,0.0608681
0.6476845,0.0606086
0.6496834,0.0603483
0.6516822,0.060087
0.653681,0.0598249
0.6556796,0.0595618
0.6576782,0.0592979
0.6596767,0.0590331
0.6616751,0.0587674
0.6636735,0.0585008
0.6656717,0.0582333
0.6676699,0.0579649
0.669668,0.0576957
0.671666,0.0574256
0.673664,0.0571546
0.6756619,0.0568827
0.6776596,0.05661
0.6796574,0.0563363
0.681655,0.0560619
0.6836525,0.0557865
0.68565,0.0555103
0.6876474,0.0552332
0.6896447,0.0549553
0.6916419,0.0546765
0.693639,0.0543968
0.6956361,0.0541163
0.6976331,0.0538349
0.69963,0.0535527
0.7016268,0.0532696
0.7036235,0.0529857
0.7056202,0.0527009
0.7076167,0.0524152
0.7096132,0.0521287
0.7116096,0.0518414
0.7136059,0.0515532
0.7156022,0.0512642
0.7175983,0.0509743
0.7195944,0.0506836
0.7215904,0.0503921
0.7235863,0.0500997
0.7255821,0.0498064
0.7275778,0.0495124
0.7295735,0.0492174
0.731569,0.0489217
0.7335645,0.0486251
0.7355599,0.0483277
0.7375552,0.0480294
0.7395504,0.0477303
0.7415455,0.0474304
0.7435406,0.0471297
0.7455355,0.0468281
0.7475304,0.0465257
0.7495252,0.0462224
0.7515199,0.0459183
0.7535145,0.0456134
0.755509,0.0453077
0.7575034,0.0450011
0.7594978,0.0446938
0.761492,0.0443855
0.7634862,0.0440765
0.7654803,0.0437666
0.7674743,0.0434559
0.7694682,0.0431444
0.771462,0.042832
0.7734557,0.0425189
0.7754493,0.0422049
0.7774429,0.04189
0.7794363,0.0415744
0.7814297,0.0412579
0.783423,0.0409406
0.7854162,0.0406225
0.7874092,0.0403036
0.7894022,0.0399838
0.7913952,0.0396632
0.793388,0.0393418
0.7953807,0.0390195
0.7973733,0.0386965
0.7993659,0.0383726
0.8013583,0.0380478
0.8033507,0.0377223
0.8053429,0.0373959
0.8073351,0.0370687
0.8093272,0.0367407
0.8113191,0.0364119
0.813311,0.0360822
0.8153028,0.0357517
0.8172945,0.0354204
0.8192861,0.0350882
0.8212776,0.0347552
0.823269,0.0344214
0.8252603,0.0340868
0.8272516,0.0337513
0.8292427,0.033415
0.8312337,0.0330779
0.8332246,0.0327399
0.8352155,0.0324011
0.8372062,0.0320615
0.8391968,0.031721
0.8411874,0.0313797
0.8431778,0.0310376
0.8451681,0.0306946
0.8471584,0.0303508
0.8491485,0.0300062
0.8511386,0.0296607
0.8531285,0.0293144
0.8551183,0.0289672
0.8571081,0.0286192
0.8590977,0.0282704
0.8610873,0.0279207
0.8630767,0.0275702
0.865066,0.0272188
0.8670553,0.0268666
0.8690444,0.0265135
0.8710334,0.0261596
0.8730224,0.0258048
0.8750112,0.0254492
0.8769999,0.0250927
0.8789885,0.0247354
0.8809771,0.0243772
0.8829655,0.0240182
0.8849538,0.0236583
0.886942,0.0232975
0.8889301,0.0229359
0.8909181,0.0225735
0.8929059,0.0222101
0.8948937,0.0218459
0.8968814,0.0214809
0.8988689,0.0211149
0.9008564,0.0207481
0.9028438,0.0203804
0.904831,0.0200119
0.9068181,0.0196425
0.9088051,0.0192722
0.9107921,0.018901
0.9127789,0.0185289
0.9147656,0.018156
0.9167521,0.0177822
0.9187386,0.0174075
0.920725,0.0170319
0.9227112,0.0166554
0.9246974,0.0162781
0.9266834,0.0158998
0.9286693,0.0155207
0.9306551,0.0151406
0.9326408,0.0147597
0.9346264,0.0143778
0.9366118,0.0139951
0.9385972,0.0136114
0.9405824,0.0132269
0.9425675,0.0128414
0.9445525,0.012455
0.9465374,0.0120677
0.9485222,0.0116795
0.9505068,0.0112904
0.9524914,0.0109004
0.9544758,0.0105094
0.9564601,0.0101175
0.9584443,0.0097247
0.9604283,0.0093309
0.9624123,0.0089363
0.9643961,0.0085407
0.9663798,0.0081441
0.9683634,0.0077466
0.9703468,0.0073482
0.9723301,0.0069489
0.9743134,0.0065485
0.9762965,0.0061473
0.9782794,0.0057451
0.9802623,0.0053419
0.982245,0.0049378
0.9842276,0.0045327
0.9862101,0.0041267
0.9881924,0.0037197
0.9901746,0.0033117
0.9921567,0.0029027
0.9941387,0.0024928
0.9961205,0.0020819
0.9981022,0.0016701
1.0000838,0.0012572
0.0,0.0
0.005961,-0.0055484
0.0094708,-0.0071459
0.0125521,-0.0081252
0.0154012,-0.0088
0.0180951,-0.009291
0.0206738,-0.0096597
0.0231612,-0.0099423
0.0255731,-0.0101622
0.0279205,-0.0103355
0.0302115,-0.0104739
0.0324523,-0.0105861
0.0346479,-0.0106786
0.036802,-0.0107567
0.0389178,-0.0108246
0.040998,-0.0108856
0.0430448,-0.0109425
0.0450601,-0.0109976
0.0470456,-0.0110527
0.0490028,-0.0111095
0.0509329,-0.0111692
0.0528371,-0.0112332
0.0547165,-0.0113022
0.0565719,-0.0113772
0.0584042,-0.0114588
0.0602143,-0.0115477
0.0620029,-0.0116443
0.0637707,-0.0117492
0.0655184,-0.0118625
0.0672466,-0.0119848
0.0689559,-0.0121162
0.0706469,-0.0122569
0.0723201,-0.0124071
0.0739762,-0.0125671
0.0756156,-0.0127368
0.077239,-0.0129164
0.0788467,-0.0131061
0.0804393,-0.0133058
0.0820174,-0.0135155
0.0835814,-0.0137354
0.0851319,-0.0139655
0.0866692,-0.0142057
0.0881941,-0.0144562
0.0897068,-0.0147168
0.091208,-0.0149876
0.0926981,-0.0152687
0.0941777,-0.01556
0.0956471,-0.0158615
0.097107,-0.0161733
0.0985578,-0.0164954
0.1,-0.0168277
0.101993,-0.0171619
0.1039859,-0.0174896
0.1059788,-0.017811
0.1079715,-0.0181263
0.1099641,-0.0184356
0.1119567,-0.0187389
0.1139492,-0.0190366
0.1159415,-0.0193287
0.1179339,-0.0196153
0.1199261,-0.0198966
0.1219183,-0.0201726
0.1239104,-0.0204435
0.1259024,-0.0207094
0.1278943,-0.0209704
0.1298862,-0.0212266
0.1318781,-0.0214781
0.1338698,-0.021725
0.1358615,-0.0219673
0.1378532,-0.0222052
0.1398448,-0.0224388
0.1418363,-0.022668
0.1438278,-0.0228931
0.1458193,-0.023114
0.1478107,-0.0233309
0.149802,-0.0235438
0.1517933,-0.0237528
0.1537846,-0.023958
0.1557758,-0.0241593
0.157767,-0.024357
0.1597581,-0.024551
0.1617492,-0.0247414
0.1637403,-0.0249283
0.1657314,-0.0251117
0.1677224,-0.0252916
0.1697133,-0.0254682
0.1717043,-0.0256415
0.1736952,-0.0258114
0.1756861,-0.0259782
0.1776769,-0.0261418
0.1796678,-0.0263022
0.1816586,-0.0264596
0.1836494,-0.026614
0.1856401,-0.0267653
0.1876309,-0.0269137
0.1896216,-0.0270592
0.1916123,-0.0272018
0.193603,-0.0273415
0.1955937,-0.0274785
0.1975844,-0.0276127
0.199575,-0.0277442
0.2015656,-0.027873
0.2035563,-0.0279992
0.2055469,-0.0281228
0.2075375,-0.0282438
0.2095281,-0.0283622
0.2115187,-0.0284781
0.2135093,-0.0285916
0.2154999,-0.0287025
0.2174905,-0.0288111
0.219481,-0.0289173
0.2214716,-0.0290211
0.2234622,-0.0291226
0.2254528,-0.0292218
0.2274433,-0.0293187
0.2294339,-0.0294134
0.2314245,-0.0295058
0.2334151,-0.0295961
0.2354056,-0.0296842
0.2373962,-0.0297701
0.2393868,-0.0298539
0.2413774,-0.0299356
0.243368,-0.0300153
0.2453586,-0.0300929
0.2473493,-0.0301685
0.2493399,-0.0302421
0.2513305,-0.0303137
0.2533212,-0.0303834
0.2553119,-0.0304511
0.2573025,-0.0305169
0.2592932,-0.0305808
0.2612839,-0.0306429
0.2632747,-0.0307031
0.2652654,-0.0307614
0.2672562,-0.030818
0.2692469,-0.0308728
0.2712377,-0.0309258
0.2732285,-0.030977
0.2752194,-0.0310266
0.2772102,-0.0310744
0.2792011,-0.0311205
0.2811919,-0.0311649
0.2831829,-0.0312077
0.2851738,-0.0312488
0.2871647,-0.0312883
0.2891557,-0.0313262
0.2911467,-0.0313625
0.2931377,-0.0313973
0.2951288,-0.0314304
0.2971199,-0.0314621
0.299111,-0.0314922
0.3011021,-0.0315208
0.3030932,-0.0315478
0.3050844,-0.0315735
0.3070756,-0.0315976
0.3090669,-0.0316203
0.3110581,-0.0316416
0.3130494,-0.0316614
0.3150408,-0.0316798
0.3170321,-0.0316969
0.3190235,-0.0317125
0.321015,-0.0317268
0.3230064,-0.0317397
0.3249979,-0.0317513
0.3269894,-0.0317616
0.328981,-0.0317706
0.3309726,-0.0317782
0.3329642,-0.0317846
0.3349559,-0.0317897
0.3369476,-0.0317936
0.3389393,-0.0317962
0.3409311,-0.0317975
0.3429229,-0.0317976
0.3449148,-0.0317966
0.3469067,-0.0317943
0.3488986,-0.0317908
0.3508906,-0.0317861
0.3528826,-0.0317803
0.3548746,-0.0317734
0.3568667,-0.0317652
0.3588588,-0.031756
0.360851,-0.0317456
0.3628432,-0.0317341
0.3648355,-0.0317216
0.3668278,-0.0317079
0.3688201,-0.0316931
0.3708125,-0.0316773
0.372805,-0.0316604
0.3747974,-0.0316425
0.37679,-0.0316235
0.3787825,-0.0316035
0.3807751,-0.0315825
0.3827678,-0.0315605
0.3847605,-0.0315375
0.3867532,-0.0315135
0.388746,-0.0314885
0.3907389,-0.0314625
0.3927318,-0.0314356
0.3947247,-0.0314077
0.3967177,-0.0313789
0.3987108,-0.0313491
0.4007038,-0.0313184
0.402697,-0.0312868
0.4046902,-0.0312543
0.4066834,-0.0312209
0.4086767,-0.0311866
0.41067,-0.0311514
0.4126634,-0.0311154
0.4146569,-0.0310784
0.4166504,-0.0310406
0.4186439,-0.031002
0.4206375,-0.0309625
0.4226312,-0.0309222
0.4246249,-0.0308811
0.4266186,-0.0308391
0.4286125,-0.0307963
0.4306063,-0.0307528
0.4326003,-0.0307084
0.4345942,-0.0306632
0.4365883,-0.0306173
0.4385823,-0.0305706
0.4405765,-0.0305231
0.4425707,-0.0304749
0.4445649,-0.0304259
0.4465593,-0.0303761
0.4485536,-0.0303257
0.4505481,-0.0302745
0.4525425,-0.0302225
0.4545371,-0.0301699
0.4565317,-0.0301165
0.4585263,-0.0300624
0.4605211,-0.0300077
0.4625158,-0.0299522
0.4645107,-0.0298961
0.4665055,-0.0298393
0.4685005,-0.0297818
0.4704955,-0.0297236
0.4724906,-0.0296648
0.4744857,-0.0296054
0.4764809,-0.0295452
0.4784762,-0.0294845
0.4804715,-0.0294231
0.4824669,-0.0293611
0.4844623,-0.0292984
0.4864578,-0.0292352
0.4884533,-0.0291713
0.490449,-0.0291068
0.4924447,-0.0290417
0.4944404,-0.0289761
0.4964362,-0.0289098
0.4984321,-0.028843
0.500428,-0.0287755
0.502424,-0.0287075
0.5044201,-0.028639
0.5064162,-0.0285698
0.5084124,-0.0285001
0.5104087,-0.0284299
0.512405,-0.0283591
0.5144014,-0.0282878
0.5163978,-0.0282159
0.5183944,-0.0281435
0.5203909,-0.0280706
0.5223876,-0.0279971
0.5243843,-0.0279231
0.5263811,-0.0278487
0.5283779,-0.0277737
0.5303748,-0.0276982
0.5323718,-0.0276222
0.5343689,-0.0275457
0.536366,-0.0274687
0.5383632,-0.0273912
0.5403604,-0.0273133
0.5423577,-0.0272349
0.5443551,-0.027156
0.5463526,-0.0270766
0.5483501,-0.0269968
0.5503477,-0.0269165
0.5523454,-0.0268358
0.5543431,-0.0267546
0.5563409,-0.0266729
0.5583388,-0.0265908
0.5603367,-0.0265083
0.5623347,-0.0264253
0.5643328,-0.0263419
0.5663309,-0.0262581
0.5683292,-0.0261739
0.5703274,-0.0260892
0.5723258,-0.0260041
0.5743242,-0.0259186
0.5763227,-0.0258327
0.5783213,-0.0257464
0.58032,-0.0256597
0.5823187,-0.0255726
0.5843175,-0.0254851
0.5863163,-0.0253972
0.5883153,-0.0253089
0.5903143,-0.0252202
0.5923133,-0.0251311
0.5943125,-0.0250417
0.5963117,-0.0249519
0.598311,-0.0248617
0.6003104,-0.0247711
0.6023098,-0.0246802
0.6043094,-0.0245889
0.6063089,-0.0244973
0.6083086,-0.0244053
0.6103084,-0.0243129
0.6123082,-0.0242202
0.6143081,-0.0241271
0.616308,-0.0240337
0.6183081,-0.02394
0.6203082,-0.0238459
0.6223084,-0.0237515
0.6243086,-0.0236567
0.626309,-0.0235616
0.6283094,-0.0234662
0.6303099,-0.0233705
0.6323105,-0.0232744
0.6343111,-0.023178
0.6363118,-0.0230813
0.6383126,-0.0229842
0.6403135,-0.0228869
0.6423145,-0.0227892
0.6443155,-0.0226913
0.6463166,-0.022593
0.6483178,-0.0224944
0.650319,-0.0223955
0.6523204,-0.0222963
0.6543218,-0.0221968
0.6563233,-0.0220971
0.6583249,-0.021997
0.6603265,-0.0218966
0.6623283,-0.0217959
0.6643301,-0.021695
0.666332,-0.0215938
0.668334,-0.0214922
0.670336,-0.0213904
0.6723381,-0.0212883
0.6743404,-0.021186
0.6763426,-0.0210833
0.678345,-0.0209804
0.6803475,-0.0208772
0.68235,-0.0207737
0.6843526,-0.02067
0.6863553,-0.0205659
0.6883581,-0.0204617
0.690361,-0.0203571
0.6923639,-0.0202523
0.6943669,-0.0201472
0.69637,-0.0200419
0.6983732,-0.0199363
0.7003765,-0.0198304
0.7023798,-0.0197243
0.7043833,-0.0196179
0.7063868,-0.0195113
0.7083904,-0.0194044
0.7103941,-0.0192972
0.7123978,-0.0191898
0.7144017,-0.0190822
0.7164056,-0.0189743
0.7184096,-0.0188661
0.7204137,-0.0187577
0.7224179,-0.0186491
0.7244222,-0.0185402
0.7264265,-0.0184311
0.728431,-0.0183217
0.7304355,-0.0182121
0.7324401,-0.0181022
0.7344448,-0.0179921
0.7364496,-0.0178818
0.7384545,-0.0177712
0.7404594,-0.0176603
0.7424645,-0.0175493
0.7444696,-0.017438
0.7464748,-0.0173264
0.7484801,-0.0172146
0.7504855,-0.0171026
0.752491,-0.0169904
0.7544966,-0.0168779
0.7565022,-0.0167652
0.758508,-0.0166522
0.7605138,-0.016539
0.7625197,-0.0164256
0.7645257,-0.0163119
0.7665318,-0.016198
0.768538,-0.0160839
0.7705443,-0.0159695
0.7725507,-0.0158549
0.7745571,-0.0157401
0.7765637,-0.0156251
0.7785703,-0.0155098
0.780577,-0.0153943
0.7825838,-0.0152785
0.7845908,-0.0151625
0.7865978,-0.0150463
0.7886048,-0.0149299
0.790612,-0.0148132
0.7926193,-0.0146963
0.7946267,-0.0145791
0.7966341,-0.0144617
0.7986417,-0.0143441
0.8006493,-0.0142263
0.8026571,-0.0141082
0.8046649,-0.0139899
0.8066728,-0.0138714
0.8086809,-0.0137526
0.810689,-0.0136336
0.8126972,-0.0135144
0.8147055,-0.0133949
0.8167139,-0.0132752
0.8187224,-0.0131552
0.820731,-0.013035
0.8227397,-0.0129146
0.8247484,-0.012794
0.8267573,-0.0126731
0.8287663,-0.0125519
0.8307754,-0.0124306
0.8327845,-0.012309
0.8347938,-0.0121871
0.8368032,-0.012065
0.8388126,-0.0119427
0.8408222,-0.0118201
0.8428319,-0.0116973
0.8448416,-0.0115742
0.8468515,-0.0114509
0.8488614,-0.0113274
0.8508715,-0.0112036
0.8528817,-0.0110795
0.8548919,-0.0109552
0.8569023,-0.0108307
0.8589127,-0.0107059
0.8609233,-0.0105808
0.862934,-0.0104555
0.8649447,-0.01033
0.8669556,-0.0102042
0.8689666,-0.0100781
0.8709776,-0.0099518
0.8729888,-0.0098252
0.8750001,-0.0096984
0.8770115,-0.0095712
0.8790229,-0.0094439
0.8810345,-0.0093163
0.8830462,-0.0091884
0.885058,-0.0090602
0.8870699,-0.0089318
0.8890819,-0.0088031
0.8910941,-0.0086741
0.8931063,-0.0085449
0.8951186,-0.0084154
0.8971311,-0.0082856
0.8991436,-0.0081555
0.9011562,-0.0080252
0.903169,-0.0078946
0.9051819,-0.0077637
0.9071949,-0.0076325
0.9092079,-0.007501
0.9112211,-0.0073692
0.9132344,-0.0072372
0.9152479,-0.0071049
0.9172614,-0.0069722
0.919275,-0.0068393
0.9212888,-0.0067061
0.9233026,-0.0065726
0.9253166,-0.0064388
0.9273307,-0.0063047
0.9293449,-0.0061702
0.9313592,-0.0060355
0.9333736,-0.0059005
0.9353882,-0.0057651
0.9374028,-0.0056295
0.9394176,-0.0054935
0.9414325,-0.0053572
0.9434475,-0.0052206
0.9454626,-0.0050837
0.9474778,-0.0049465
0.9494932,-0.0048089
0.9515086,-0.004671
0.9535242,-0.0045328
0.9555399,-0.0043942
0.9575557,-0.0042554
0.9595717,-0.0041161
0.9615877,-0.0039766
0.9636039,-0.0038367
0.9656202,-0.0036964
0.9676366,-0.0035558
0.9696532,-0.0034149
0.9716699,-0.0032736
0.9736866,-0.003132
0.9757035,-0.00299
0.9777206,-0.0028476
0.9797377,-0.0027049
0.981755,-0.0025618
0.9837724,-0.0024183
0.9857899,-0.0022745
0.9878076,-0.0021303
0.9898254,-0.0019858
0.9918433,-0.0018408
0.9938613,-0.0016955
0.9958795,-0.0015498
0.9978978,-0.0014037
0.9999162,-0.0012572
